,Type,Reynolds,Toil,Tcool,Time,cx,cy,major,minor,angle,AR
5929,Macro,2000,32,6,9,78.0,349.5,10.0,7.0,90.0,1.4285714285714286
5930,Macro,2000,32,6,9,349.0,347.0,4.0,4.0,90.0,1.0
5931,Macro,2000,32,6,9,93.7272720336914,347.7272644042969,7.106690406799316,6.428243637084961,45.0,1.1055415457187017
5932,Macro,2000,32,6,9,93.5,347.5,5.0,5.0,90.0,1.0
5933,Macro,2000,32,6,9,404.87237548828125,343.36431884765625,8.299671173095703,5.715206146240234,69.54326629638672,1.45220853994141
5934,Macro,2000,32,6,9,405.0,343.5,6.0,5.0,90.0,1.2
5935,Macro,2000,32,6,9,51.0,344.0,8.0,4.0,90.0,2.0
5936,Macro,2000,32,6,9,141.25927734375,341.94427490234375,10.840899467468262,7.343271732330322,130.42413330078125,1.4763037325363961
5937,Macro,2000,32,6,9,141.0,342.5,8.0,7.0,90.0,1.1428571428571428
5938,Macro,2000,32,6,9,24.49105453491211,343.50286865234375,14.135493278503418,8.700127601623535,164.47645568847656,1.6247455124526664
5939,Macro,2000,32,6,9,24.5,343.0,10.0,9.0,90.0,1.1111111111111112
5940,Macro,2000,32,6,9,63.0,336.0,4.0,4.0,90.0,1.0
5941,Macro,2000,32,6,9,135.0,335.0,6.0,4.0,90.0,1.5
5942,Macro,2000,32,6,9,26.0,334.0,4.0,4.0,90.0,1.0
5943,Macro,2000,32,6,9,148.0,333.5,8.73733139038086,5.214605331420898,108.591796875,1.675549890177417
5944,Macro,2000,32,6,9,148.0,333.5,6.0,5.0,90.0,1.2
5945,Macro,2000,32,6,9,17.847957611083984,331.78497314453125,9.767491340637207,7.397513389587402,47.610252380371094,1.3203749457737703
5946,Macro,2000,32,6,9,18.0,332.5,8.0,7.0,90.0,1.1428571428571428
5947,Macro,2000,32,6,9,76.0,330.0,4.0,4.0,90.0,1.0
5948,Macro,2000,32,6,9,5.566215991973877,324.3774719238281,14.342530250549316,7.311399459838867,32.41063690185547,1.9616668914524615
5949,Macro,2000,32,6,9,5.0,325.0,10.0,10.0,90.0,1.0
5950,Macro,2000,32,6,9,112.01691436767578,322.2333984375,14.738741874694824,8.651338577270508,33.49760818481445,1.7036371589267851
5951,Macro,2000,32,6,9,112.0,322.0,12.0,10.0,90.0,1.2
5952,Macro,2000,32,6,9,193.93650817871094,318.3788146972656,8.581232070922852,6.777571678161621,7.0579833984375,1.2661219207128271
5953,Macro,2000,32,6,9,194.5,318.5,7.0,5.0,90.0,1.4
5954,Macro,2000,32,6,9,149.35940551757812,316.6307678222656,9.21171760559082,6.080838680267334,163.68519592285156,1.5148761692171453
5955,Macro,2000,32,6,9,149.5,316.5,7.0,5.0,90.0,1.4
5956,Macro,2000,32,6,9,321.0,314.0,4.0,4.0,90.0,1.0
5957,Macro,2000,32,6,9,136.0,315.0,6.0,4.0,90.0,1.5
5958,Macro,2000,32,6,9,16.0,313.5,5.0,4.0,90.0,1.25
5959,Macro,2000,32,6,9,105.5,311.5,5.0,5.0,90.0,1.0
5960,Macro,2000,32,6,9,8.0,311.5,5.0,4.0,90.0,1.25
5961,Macro,2000,32,6,9,182.0,311.0,6.0,4.0,90.0,1.5
5962,Macro,2000,32,6,9,124.22689056396484,310.2689208984375,7.944725513458252,6.9812493324279785,112.5,1.138009134920152
5963,Macro,2000,32,6,9,124.0,310.5,6.0,5.0,90.0,1.2
5964,Macro,2000,32,6,9,59.5,309.0,5.0,4.0,90.0,1.25
5965,Macro,2000,32,6,9,240.0,308.0,4.0,4.0,90.0,1.0
5966,Macro,2000,32,6,9,309.0,307.0,4.0,4.0,90.0,1.0
5967,Macro,2000,32,6,9,83.0,307.0,4.0,4.0,90.0,1.0
5968,Macro,2000,32,6,9,136.0,301.5,5.0,4.0,90.0,1.25
5969,Macro,2000,32,6,9,45.0,301.0,4.0,4.0,90.0,1.0
5970,Macro,2000,32,6,9,192.0,300.0,6.0,4.0,90.0,1.5
5971,Macro,2000,32,6,9,379.0,296.0,4.0,4.0,90.0,1.0
5972,Macro,2000,32,6,9,241.0,295.0,4.0,4.0,90.0,1.0
5973,Macro,2000,32,6,9,123.09432983398438,296.1817321777344,18.96825408935547,6.330599308013916,85.74606323242188,2.9962809469466065
5974,Macro,2000,32,6,9,121.5,296.0,9.0,6.0,90.0,1.5
5975,Macro,2000,32,6,9,221.0,293.0,4.0,4.0,90.0,1.0
5976,Macro,2000,32,6,9,158.0,293.0,4.0,4.0,90.0,1.0
5977,Macro,2000,32,6,9,91.4180679321289,294.5576477050781,19.74527931213379,6.389639854431152,171.81614685058594,3.0902022276639944
5978,Macro,2000,32,6,9,91.5,296.5,11.0,7.0,90.0,1.5714285714285714
5979,Macro,2000,32,6,9,101.2727279663086,292.7272644042969,7.106690406799316,6.428243637084961,135.0,1.1055415457187017
5980,Macro,2000,32,6,9,101.5,292.5,5.0,5.0,90.0,1.0
5981,Macro,2000,32,6,9,213.0,290.0,4.0,4.0,90.0,1.0
5982,Macro,2000,32,6,9,130.0,287.0,4.0,4.0,90.0,1.0
5983,Macro,2000,32,6,9,63.17467498779297,288.1063232421875,9.19807243347168,6.825505256652832,95.38557434082031,1.3476031572177463
5984,Macro,2000,32,6,9,64.0,288.0,6.0,6.0,90.0,1.0
5985,Macro,2000,32,6,9,74.850830078125,284.0993957519531,10.772845268249512,7.803527355194092,41.17158508300781,1.3805097077130148
5986,Macro,2000,32,6,9,75.0,284.5,8.0,7.0,90.0,1.1428571428571428
5987,Macro,2000,32,6,9,175.0,280.0,4.0,4.0,90.0,1.0
5988,Macro,2000,32,6,9,161.12991333007812,281.1566162109375,9.74417781829834,6.188968181610107,153.99563598632812,1.5744430303022365
5989,Macro,2000,32,6,9,161.0,281.5,7.0,6.0,90.0,1.1666666666666667
5990,Macro,2000,32,6,9,190.0,278.0,4.0,4.0,90.0,1.0
5991,Macro,2000,32,6,9,96.6142578125,279.1979064941406,10.404681205749512,7.8242316246032715,4.3893723487854,1.3298022994401169
5992,Macro,2000,32,6,9,96.5,279.5,9.0,7.0,90.0,1.2857142857142858
5993,Macro,2000,32,6,9,3.0,276.0,4.0,4.0,90.0,1.0
5994,Macro,2000,32,6,9,206.0,275.0,4.0,4.0,90.0,1.0
5995,Macro,2000,32,6,9,167.0,274.0,4.0,4.0,90.0,1.0
5996,Macro,2000,32,6,9,75.5,274.0,8.73733139038086,5.214605331420898,161.408203125,1.675549890177417
5997,Macro,2000,32,6,9,75.5,274.0,6.0,5.0,90.0,1.2
5998,Macro,2000,32,6,9,220.0,271.0,4.0,4.0,90.0,1.0
5999,Macro,2000,32,6,9,1.0,270.0,4.0,2.0,90.0,2.0
6000,Macro,2000,32,6,9,92.0,268.0,6.0,4.0,90.0,1.5
6001,Macro,2000,32,6,9,59.73678207397461,266.590576171875,15.166550636291504,9.684771537780762,66.69062042236328,1.5660204866089051
6002,Macro,2000,32,6,9,61.0,267.5,10.0,9.0,90.0,1.1111111111111112
6003,Macro,2000,32,6,9,39.0,264.0,4.0,4.0,90.0,1.0
6004,Macro,2000,32,6,9,115.6822509765625,263.4620361328125,23.44192886352539,10.846955299377441,153.0996856689453,2.1611528965064357
6005,Macro,2000,32,6,9,115.5,266.5,17.0,15.0,90.0,1.1333333333333333
6006,Macro,2000,32,6,9,128.5,260.5,7.0,5.0,90.0,1.4
6007,Macro,2000,32,6,9,1.0,259.5,5.0,2.0,90.0,2.5
6008,Macro,2000,32,6,9,138.58348083496094,262.09332275390625,15.364974021911621,6.962599277496338,29.670616149902344,2.2067870646487457
6009,Macro,2000,32,6,9,138.94943237304688,262.2809143066406,14.945971488952637,6.571987628936768,32.0053825378418,2.2741934910444486
6010,Macro,2000,32,6,9,51.0,257.5,5.0,4.0,90.0,1.25
6011,Macro,2000,32,6,9,197.0,256.0,4.0,4.0,90.0,1.0
6012,Macro,2000,32,6,9,209.0,255.0,4.0,4.0,90.0,1.0
6013,Macro,2000,32,6,9,249.0,254.0,6.0,4.0,90.0,1.5
6014,Macro,2000,32,6,9,225.47586059570312,254.75814819335938,9.102737426757812,5.949645042419434,100.67732238769531,1.5299631090355212
6015,Macro,2000,32,6,9,226.0,254.5,6.0,5.0,90.0,1.2
6016,Macro,2000,32,6,9,269.0,252.5,7.849597454071045,6.387300968170166,58.28252410888672,1.228938090312002
6017,Macro,2000,32,6,9,269.0,252.5,6.0,5.0,90.0,1.2
6018,Macro,2000,32,6,9,69.0,252.0,4.0,4.0,90.0,1.0
6019,Macro,2000,32,6,9,239.0,251.0,4.0,4.0,90.0,1.0
6020,Macro,2000,32,6,9,81.73561096191406,254.8856658935547,17.238698959350586,6.539527416229248,153.6025848388672,2.6360771753275376
6021,Macro,2000,32,6,9,81.90000915527344,254.80001831054688,14.758047103881836,7.155416965484619,63.43495178222656,2.0624999458549804
6022,Macro,2000,32,6,9,48.5,251.0,5.0,4.0,90.0,1.25
6023,Macro,2000,32,6,9,130.0,250.0,4.0,4.0,90.0,1.0
6024,Macro,2000,32,6,9,100.0,250.5,6.0,5.0,90.0,1.2
6025,Macro,2000,32,6,9,178.5,249.5,8.73629093170166,6.870707988739014,22.5,1.2715270312783353
6026,Macro,2000,32,6,9,178.5,249.5,7.0,5.0,90.0,1.4
6027,Macro,2000,32,6,9,257.857177734375,249.96238708496094,12.555700302124023,6.043269157409668,8.447216987609863,2.0776338063197874
6028,Macro,2000,32,6,9,258.0,250.0,10.0,6.0,90.0,1.6666666666666667
6029,Macro,2000,32,6,9,119.0,247.0,4.0,4.0,90.0,1.0
6030,Macro,2000,32,6,9,146.0,246.0,6.0,4.0,90.0,1.5
6031,Macro,2000,32,6,9,1.0,245.0,4.0,2.0,90.0,2.0
6032,Macro,2000,32,6,9,159.0,244.5,5.0,4.0,90.0,1.25
6033,Macro,2000,32,6,9,66.0,243.0,6.0,4.0,90.0,1.5
6034,Macro,2000,32,6,9,222.9762725830078,242.32449340820312,11.245287895202637,6.729321479797363,66.36865997314453,1.6710879289929927
6035,Macro,2000,32,6,9,223.5,242.5,7.0,7.0,90.0,1.0
6036,Macro,2000,32,6,9,125.2727279663086,239.27272033691406,7.106690406799316,6.428243637084961,45.0,1.1055415457187017
6037,Macro,2000,32,6,9,125.5,239.5,5.0,5.0,90.0,1.0
6038,Macro,2000,32,6,9,76.2727279663086,238.72727966308594,7.106690406799316,6.428243637084961,135.0,1.1055415457187017
6039,Macro,2000,32,6,9,76.5,238.5,5.0,5.0,90.0,1.0
6040,Macro,2000,32,6,9,166.0,237.0,4.0,4.0,90.0,1.0
6041,Macro,2000,32,6,9,10.272727012634277,234.27272033691406,7.106690406799316,6.428243637084961,45.0,1.1055415457187017
6042,Macro,2000,32,6,9,10.5,234.5,5.0,5.0,90.0,1.0
6043,Macro,2000,32,6,9,218.0,232.0,4.0,4.0,90.0,1.0
6044,Macro,2000,32,6,9,56.0,231.0,4.0,4.0,90.0,1.0
6045,Macro,2000,32,6,9,238.52276611328125,228.8224639892578,12.255027770996094,6.454046726226807,160.21304321289062,1.8988129914207612
6046,Macro,2000,32,6,9,238.5,229.5,7.0,7.0,90.0,1.0
6047,Macro,2000,32,6,9,1.5,228.0,4.0,3.0,90.0,1.3333333333333333
6048,Macro,2000,32,6,9,131.0,227.0,4.0,4.0,90.0,1.0
6049,Macro,2000,32,6,9,23.680166244506836,226.3945770263672,12.61733341217041,7.073215961456299,49.49520492553711,1.7838184894856
6050,Macro,2000,32,6,9,23.5,226.5,9.0,9.0,90.0,1.0
6051,Macro,2000,32,6,9,185.27272033691406,222.27272033691406,7.106690406799316,6.428243637084961,45.0,1.1055415457187017
6052,Macro,2000,32,6,9,185.5,222.5,5.0,5.0,90.0,1.0
6053,Macro,2000,32,6,9,276.5,223.0,11.164886474609375,5.767581939697266,148.6619873046875,1.9358002350627044
6054,Macro,2000,32,6,9,276.5,223.0,8.0,7.0,90.0,1.1428571428571428
6055,Macro,2000,32,6,9,146.87684631347656,220.7548370361328,11.06998062133789,7.42274284362793,156.2534637451172,1.491359845618381
6056,Macro,2000,32,6,9,147.0,220.5,9.0,6.0,90.0,1.5
6057,Macro,2000,32,6,9,108.2727279663086,218.27272033691406,7.106690406799316,6.428243637084961,45.0,1.1055415457187017
6058,Macro,2000,32,6,9,108.5,218.5,5.0,5.0,90.0,1.0
6059,Macro,2000,32,6,9,58.041812896728516,219.37734985351562,8.221285820007324,6.640278339385986,159.70477294921875,1.2380935556938613
6060,Macro,2000,32,6,9,58.0,219.0,6.0,6.0,90.0,1.0
6061,Macro,2000,32,6,9,134.4989471435547,215.79042053222656,11.496129035949707,6.029230117797852,108.25968933105469,1.9067325033778302
6062,Macro,2000,32,6,9,134.0,216.0,8.0,6.0,90.0,1.3333333333333333
6063,Macro,2000,32,6,9,153.0,211.0,4.0,4.0,90.0,1.0
6064,Macro,2000,32,6,9,119.02630615234375,213.21865844726562,10.413534164428711,6.27091646194458,4.463894844055176,1.6606080191984451
6065,Macro,2000,32,6,9,118.5,213.0,8.0,5.0,90.0,1.6
6066,Macro,2000,32,6,9,268.0,210.5,5.0,4.0,90.0,1.25
6067,Macro,2000,32,6,9,206.0,210.5,8.73733139038086,5.214605331420898,108.591796875,1.675549890177417
6068,Macro,2000,32,6,9,206.0,210.5,6.0,5.0,90.0,1.2
6069,Macro,2000,32,6,9,183.0,210.0,6.0,4.0,90.0,1.5
6070,Macro,2000,32,6,9,1.0,207.0,4.0,2.0,90.0,2.0
6071,Macro,2000,32,6,9,244.0,206.0,4.0,4.0,90.0,1.0
6072,Macro,2000,32,6,9,166.71046447753906,206.50875854492188,12.502237319946289,5.478835105895996,173.7542724609375,2.281915238969708
6073,Macro,2000,32,6,9,166.5,207.5,7.0,5.0,90.0,1.4
6074,Macro,2000,32,6,9,20.0,203.0,4.0,4.0,90.0,1.0
6075,Macro,2000,32,6,9,215.99253845214844,200.5646209716797,13.44192886352539,7.996934413909912,168.06887817382812,1.6808852202344469
6076,Macro,2000,32,6,9,216.5,199.5,9.0,7.0,90.0,1.2857142857142858
6077,Macro,2000,32,6,9,30.538240432739258,193.42091369628906,10.581893920898438,5.10950231552124,102.80604553222656,2.0710224337806054
6078,Macro,2000,32,6,9,30.5,193.5,7.0,5.0,90.0,1.4
6079,Macro,2000,32,6,9,11.249544143676758,198.47439575195312,21.292022705078125,11.097196578979492,13.496553421020508,1.9186848276086101
6080,Macro,2000,32,6,9,12.200000762939453,198.90000915527344,19.597488403320312,11.287160873413086,7.125016689300537,1.7362637622612616
6081,Macro,2000,32,6,9,34.773109436035156,184.26890563964844,7.944725513458252,6.9812493324279785,67.5,1.138009134920152
6082,Macro,2000,32,6,9,35.0,184.5,6.0,5.0,90.0,1.2
6083,Macro,2000,32,6,9,121.0,183.0,7.211102485656738,7.211102485656738,0.0,1.0
6084,Macro,2000,32,6,9,121.5,183.0,6.0,5.0,90.0,1.2
6085,Macro,2000,32,6,9,70.30847930908203,181.39285278320312,10.84307861328125,7.154150009155273,111.57652282714844,1.5156347853211352
6086,Macro,2000,32,6,9,70.5,181.5,7.0,7.0,90.0,1.0
6087,Macro,2000,32,6,9,167.0,178.0,8.485280990600586,6.0,135.0,1.414213498433431
6088,Macro,2000,32,6,9,167.0,178.0,6.0,6.0,90.0,1.0
6089,Macro,2000,32,6,9,35.17467498779297,177.1063232421875,9.19807243347168,6.825505256652832,95.38558197021484,1.3476031572177463
6090,Macro,2000,32,6,9,36.0,177.0,6.0,6.0,90.0,1.0
6091,Macro,2000,32,6,9,9.367982864379883,176.59983825683594,12.13386344909668,8.53324031829834,5.092326641082764,1.4219526225081587
6092,Macro,2000,32,6,9,8.0,176.5,11.0,6.0,90.0,1.8333333333333333
6093,Macro,2000,32,6,9,22.487762451171875,178.6200714111328,19.21599769592285,9.689285278320312,20.12302589416504,1.9832213774238303
6094,Macro,2000,32,6,9,22.5,179.0,18.0,11.0,90.0,1.6363636363636365
6095,Macro,2000,32,6,9,110.0,171.5,5.0,4.0,90.0,1.25
6096,Macro,2000,32,6,9,175.0,169.0,6.0,4.0,90.0,1.5
6097,Macro,2000,32,6,9,155.0,167.5,6.0,5.0,90.0,1.2
6098,Macro,2000,32,6,9,132.62413024902344,170.13438415527344,13.8120698928833,5.74060583114624,23.108322143554688,2.406030007833757
6099,Macro,2000,32,6,9,132.5,170.0,10.0,7.0,90.0,1.4285714285714286
6100,Macro,2000,32,6,9,86.0,168.0,6.0,4.0,90.0,1.5
6101,Macro,2000,32,6,9,201.5,165.0,5.0,4.0,90.0,1.25
6102,Macro,2000,32,6,9,166.0,166.5,7.0,4.0,90.0,1.75
6103,Macro,2000,32,6,9,13.0,165.0,4.0,4.0,90.0,1.0
6104,Macro,2000,32,6,9,115.5,163.5,7.071067810058594,5.773502826690674,45.0,1.224744842484415
6105,Macro,2000,32,6,9,115.5,163.5,5.0,5.0,90.0,1.0
6106,Macro,2000,32,6,9,68.0,163.0,4.0,4.0,90.0,1.0
6107,Macro,2000,32,6,9,2.0,165.0,8.0,4.0,90.0,2.0
6108,Macro,2000,32,6,9,22.5,162.0,5.0,4.0,90.0,1.25
6109,Macro,2000,32,6,9,200.5,158.0,9.0,4.0,90.0,2.25
6110,Macro,2000,32,6,9,131.0,158.0,4.0,4.0,90.0,1.0
6111,Macro,2000,32,6,9,269.0,157.0,4.0,4.0,90.0,1.0
6112,Macro,2000,32,6,9,92.0,155.0,4.0,4.0,90.0,1.0
6113,Macro,2000,32,6,9,300.0,153.0,4.0,4.0,90.0,1.0
6114,Macro,2000,32,6,9,237.0,153.0,4.0,4.0,90.0,1.0
6115,Macro,2000,32,6,9,191.7338104248047,153.27337646484375,8.912296295166016,7.380859851837158,166.71746826171875,1.2074875385891075
6116,Macro,2000,32,6,9,191.5,153.5,7.0,5.0,90.0,1.4
6117,Macro,2000,32,6,9,1.0,152.0,4.0,2.0,90.0,2.0
6118,Macro,2000,32,6,9,33.5,153.0,8.0,5.0,90.0,1.6
6119,Macro,2000,32,6,9,212.0,147.0,4.0,4.0,90.0,1.0
6120,Macro,2000,32,6,9,81.0,147.0,4.0,4.0,90.0,1.0
6121,Macro,2000,32,6,9,93.0,145.0,4.0,4.0,90.0,1.0
6122,Macro,2000,32,6,9,9.60789680480957,146.8397674560547,13.122532844543457,7.909440040588379,32.529449462890625,1.6590975817761278
6123,Macro,2000,32,6,9,9.5,147.5,9.0,9.0,90.0,1.0
6124,Macro,2000,32,6,9,48.7723274230957,144.99488830566406,10.020608901977539,6.2388505935668945,171.37619018554688,1.6061626659741064
6125,Macro,2000,32,6,9,48.5,145.5,7.0,5.0,90.0,1.4
6126,Macro,2000,32,6,9,174.8525848388672,143.3603515625,9.965043067932129,8.460278511047363,123.442626953125,1.177862295540254
6127,Macro,2000,32,6,9,175.0,143.5,8.0,7.0,90.0,1.1428571428571428
6128,Macro,2000,32,6,9,87.0,143.0,6.0,4.0,90.0,1.5
6129,Macro,2000,32,6,9,263.0,139.0,6.0,4.0,90.0,1.5
6130,Macro,2000,32,6,9,124.5,138.5,7.071067810058594,5.773502826690674,45.0,1.224744842484415
6131,Macro,2000,32,6,9,124.5,138.5,5.0,5.0,90.0,1.0
6132,Macro,2000,32,6,9,100.47586059570312,135.75814819335938,9.102737426757812,5.949645042419434,100.67732238769531,1.5299631090355212
6133,Macro,2000,32,6,9,101.0,135.5,6.0,5.0,90.0,1.2
6134,Macro,2000,32,6,9,71.0,134.0,4.0,4.0,90.0,1.0
6135,Macro,2000,32,6,9,1.0,134.0,6.0,2.0,90.0,3.0
6136,Macro,2000,32,6,9,34.0,131.0,4.0,4.0,90.0,1.0
6137,Macro,2000,32,6,9,240.0,130.0,4.0,4.0,90.0,1.0
6138,Macro,2000,32,6,9,153.0,130.0,4.0,4.0,90.0,1.0
6139,Macro,2000,32,6,9,20.415637969970703,132.46005249023438,13.103461265563965,6.911025524139404,40.741634368896484,1.8960226987724336
6140,Macro,2000,32,6,9,20.5,132.5,9.0,9.0,90.0,1.0
6141,Macro,2000,32,6,9,112.0,130.0,6.0,4.0,90.0,1.5
6142,Macro,2000,32,6,9,79.25582885742188,131.41070556640625,12.11606502532959,7.01244592666626,138.76773071289062,1.727794431791021
6143,Macro,2000,32,6,9,79.5,131.5,9.0,9.0,90.0,1.0
6144,Macro,2000,32,6,9,47.0,129.0,4.0,4.0,90.0,1.0
6145,Macro,2000,32,6,9,226.0,127.0,4.0,4.0,90.0,1.0
6146,Macro,2000,32,6,9,193.5,127.0,5.0,4.0,90.0,1.25
6147,Macro,2000,32,6,9,105.0,125.0,4.0,4.0,90.0,1.0
6148,Macro,2000,32,6,9,94.0,125.0,4.0,4.0,90.0,1.0
6149,Macro,2000,32,6,9,290.0,124.0,4.0,4.0,90.0,1.0
6150,Macro,2000,32,6,9,260.8954162597656,122.21453857421875,9.44625186920166,6.436046600341797,30.919479370117188,1.4677102972964804
6151,Macro,2000,32,6,9,261.0,122.5,7.0,6.0,90.0,1.1666666666666667
6152,Macro,2000,32,6,9,357.5,120.0,5.0,4.0,90.0,1.25
6153,Macro,2000,32,6,9,211.0,120.0,4.0,4.0,90.0,1.0
6154,Macro,2000,32,6,9,141.5,120.0,5.0,4.0,90.0,1.25
6155,Macro,2000,32,6,9,133.0,120.0,4.0,4.0,90.0,1.0
6156,Macro,2000,32,6,9,179.0,117.0,4.0,4.0,90.0,1.0
6157,Macro,2000,32,6,9,376.0,115.0,12.52321720123291,5.043629169464111,161.51943969726562,2.482977391964665
6158,Macro,2000,32,6,9,376.0,115.0,8.0,6.0,90.0,1.3333333333333333
6159,Macro,2000,32,6,9,197.0,113.0,4.0,4.0,90.0,1.0
6160,Macro,2000,32,6,9,9.5,113.0,5.0,4.0,90.0,1.25
6161,Macro,2000,32,6,9,72.2298355102539,118.93388366699219,24.165279388427734,9.185351371765137,55.78315734863281,2.6308497530872272
6162,Macro,2000,32,6,9,73.6943588256836,118.73442077636719,24.785429000854492,10.02311897277832,60.642250061035156,2.4728259804327344
6163,Macro,2000,32,6,9,55.0,110.0,4.0,4.0,90.0,1.0
6164,Macro,2000,32,6,9,236.0,109.0,6.0,4.0,90.0,1.5
6165,Macro,2000,32,6,9,142.62118530273438,110.06349182128906,8.581232070922852,6.777571678161621,82.9420166015625,1.2661219207128271
6166,Macro,2000,32,6,9,142.5,109.5,7.0,5.0,90.0,1.4
6167,Macro,2000,32,6,9,119.0,109.0,6.0,4.0,90.0,1.5
6168,Macro,2000,32,6,9,26.0,109.0,4.0,4.0,90.0,1.0
6169,Macro,2000,32,6,9,63.5,108.0,5.0,4.0,90.0,1.25
6170,Macro,2000,32,6,9,111.7272720336914,105.2727279663086,7.106690406799316,6.428243637084961,135.0,1.1055415457187017
6171,Macro,2000,32,6,9,111.5,105.5,5.0,5.0,90.0,1.0
6172,Macro,2000,32,6,9,43.0,105.0,4.0,4.0,90.0,1.0
6173,Macro,2000,32,6,9,224.08753967285156,105.07941436767578,13.313544273376465,7.079773426055908,70.42594146728516,1.8805042862499268
6174,Macro,2000,32,6,9,223.5,105.0,11.0,8.0,90.0,1.375
6175,Macro,2000,32,6,9,123.0,101.0,4.0,4.0,90.0,1.0
6176,Macro,2000,32,6,9,395.0,100.0,4.0,4.0,90.0,1.0
6177,Macro,2000,32,6,9,214.0,100.0,4.0,4.0,90.0,1.0
6178,Macro,2000,32,6,9,194.0,100.0,6.0,4.0,90.0,1.5
6179,Macro,2000,32,6,9,149.6356964111328,97.87237548828125,8.299671173095703,5.715206623077393,159.5432586669922,1.4522084187792126
6180,Macro,2000,32,6,9,149.5,98.0,6.0,5.0,90.0,1.2
6181,Macro,2000,32,6,9,288.3764343261719,96.9508285522461,12.491557121276855,5.052822113037109,9.704890251159668,2.4721941207957014
6182,Macro,2000,32,6,9,288.5,97.0,8.0,5.0,90.0,1.6
6183,Macro,2000,32,6,9,134.6800537109375,100.03684997558594,15.570855140686035,9.178271293640137,24.566024780273438,1.696491053982626
6184,Macro,2000,32,6,9,134.5,99.5,13.0,11.0,90.0,1.1818181818181819
6185,Macro,2000,32,6,9,307.0,94.0,4.0,4.0,90.0,1.0
6186,Macro,2000,32,6,9,102.0,94.0,4.0,4.0,90.0,1.0
6187,Macro,2000,32,6,9,313.0,93.0,4.0,4.0,90.0,1.0
6188,Macro,2000,32,6,9,165.83810424804688,96.19116973876953,17.70831298828125,8.468893051147461,127.02973937988281,2.0909831876884937
6189,Macro,2000,32,6,9,165.73077392578125,96.84615325927734,17.80427360534668,8.68287467956543,37.87498474121094,2.0505045002259283
6190,Macro,2000,32,6,9,31.889286041259766,94.3528060913086,19.519084930419922,7.577863693237305,43.673789978027344,2.575803118211178
6191,Macro,2000,32,6,9,32.20188522338867,94.64339447021484,21.930335998535156,7.555830001831055,42.51044845581055,2.902439042861027
6192,Macro,2000,32,6,9,174.2958984375,89.95716857910156,14.819160461425781,6.224532604217529,148.69931030273438,2.3807667826151038
6193,Macro,2000,32,6,9,174.68917846679688,90.3648681640625,14.182211875915527,6.044877052307129,54.46232223510742,2.3461539007650534
6194,Macro,2000,32,6,9,111.80052185058594,88.85249328613281,10.871614456176758,8.744677543640137,83.99493408203125,1.2432264542542804
6195,Macro,2000,32,6,9,111.5,89.0,9.0,8.0,90.0,1.125
6196,Macro,2000,32,6,9,138.0,86.5,6.0,5.0,90.0,1.2
6197,Macro,2000,32,6,9,20.64505958557129,90.05470275878906,17.934274673461914,13.387248039245605,12.976369857788086,1.339653573377172
6198,Macro,2000,32,6,9,21.5,91.5,17.0,13.0,90.0,1.3076923076923077
6199,Macro,2000,32,6,9,101.5,81.0,7.0,4.0,90.0,1.75
6200,Macro,2000,32,6,9,150.0,80.5,5.0,4.0,90.0,1.25
6201,Macro,2000,32,6,9,120.0,80.0,4.0,4.0,90.0,1.0
6202,Macro,2000,32,6,9,135.0,79.0,4.0,4.0,90.0,1.0
6203,Macro,2000,32,6,9,129.0,74.5,5.0,4.0,90.0,1.25
6204,Macro,2000,32,6,9,335.0,73.0,4.0,4.0,90.0,1.0
6205,Macro,2000,32,6,9,112.0,73.5,5.0,4.0,90.0,1.25
6206,Macro,2000,32,6,9,40.0,73.5,5.0,4.0,90.0,1.25
6207,Macro,2000,32,6,9,398.0,69.0,4.0,4.0,90.0,1.0
6208,Macro,2000,32,6,9,156.0,69.0,4.0,4.0,90.0,1.0
6209,Macro,2000,32,6,9,87.0,66.0,4.0,4.0,90.0,1.0
6210,Macro,2000,32,6,9,352.7272644042969,65.7272720336914,7.106690406799316,6.428243637084961,45.0,1.1055415457187017
6211,Macro,2000,32,6,9,352.5,65.5,5.0,5.0,90.0,1.0
6212,Macro,2000,32,6,9,60.334285736083984,65.28841400146484,88.26229858398438,13.695019721984863,90.79596710205078,6.444846402250543
6213,Macro,2000,32,6,9,100.5,66.0,15.0,6.0,90.0,2.5
6214,Macro,2000,32,6,9,141.75619506835938,64.96896362304688,13.57016372680664,5.830946922302246,103.3572006225586,2.3272658639548554
6215,Macro,2000,32,6,9,142.5,65.0,9.0,6.0,90.0,1.5
6216,Macro,2000,32,6,9,66.5,64.5,7.071067810058594,5.773502826690674,45.0,1.224744842484415
6217,Macro,2000,32,6,9,66.5,64.5,5.0,5.0,90.0,1.0
6218,Macro,2000,32,6,9,310.37725830078125,59.17639923095703,10.133979797363281,5.9232988357543945,140.7328338623047,1.7108675551184835
6219,Macro,2000,32,6,9,310.5,59.5,7.0,7.0,90.0,1.0
6220,Macro,2000,32,6,9,104.0,57.0,6.0,4.0,90.0,1.5
6221,Macro,2000,32,6,9,120.0,51.0,4.0,4.0,90.0,1.0
6222,Macro,2000,32,6,9,149.5,44.0,5.0,4.0,90.0,1.25
6223,Macro,2000,32,6,9,103.0,42.0,4.0,4.0,90.0,1.0
6224,Macro,2000,32,6,9,278.0,39.5,5.0,4.0,90.0,1.25
