,Type,Reynolds,Toil,Tcool,Time,cx,cy,major,minor,angle,kernel,AR
0,Macro,2000,32,6,9,141.0,259.0,4.0,4.0,90.0,"(1, 1)",1.0
1,Macro,2000,32,6,9,133.95083618164062,215.6235809326172,12.491557121276855,5.052822113037109,99.70488739013672,"(1, 1)",2.4721941207957014
2,Macro,2000,32,6,9,134.0,215.5,8.0,5.0,90.0,"(1, 1)",1.6
3,Macro,2000,32,6,9,1.0,143.0,4.0,2.0,90.0,"(1, 1)",2.0
4,Macro,2000,32,6,9,1.0,1.0,2.0,2.0,90.0,"(1, 1)",1.0
5,Macro,2000,32,6,9,188.0,409.0,4.0,2.0,90.0,"(3, 3)",2.0
6,Macro,2000,32,6,9,165.78872680664062,408.7323913574219,7.073129177093506,4.900335788726807,99.21747589111328,"(3, 3)",1.4433968368790557
7,Macro,2000,32,6,9,166.0,408.5,6.0,3.0,90.0,"(3, 3)",2.0
8,Macro,2000,32,6,9,82.0,408.5,4.0,3.0,90.0,"(3, 3)",1.3333333333333333
9,Macro,2000,32,6,9,32.0,408.0,4.0,4.0,90.0,"(3, 3)",1.0
10,Macro,2000,32,6,9,355.2418518066406,406.5241394042969,9.102737426757812,5.949645042419434,169.3226776123047,"(3, 3)",1.5299631090355212
11,Macro,2000,32,6,9,355.5,406.0,6.0,5.0,90.0,"(3, 3)",1.2
12,Macro,2000,32,6,9,47.0,402.0,4.0,4.0,90.0,"(3, 3)",1.0
13,Macro,2000,32,6,9,86.0,400.5,9.0,4.0,90.0,"(3, 3)",2.25
14,Macro,2000,32,6,9,23.272727966308594,398.2727355957031,7.106690406799316,6.428243637084961,45.0,"(3, 3)",1.1055415457187017
15,Macro,2000,32,6,9,23.5,398.5,5.0,5.0,90.0,"(3, 3)",1.0
16,Macro,2000,32,6,9,182.0,396.5,5.0,4.0,90.0,"(3, 3)",1.25
17,Macro,2000,32,6,9,77.0,396.0,4.0,4.0,90.0,"(3, 3)",1.0
18,Macro,2000,32,6,9,171.0,395.0,4.0,4.0,90.0,"(3, 3)",1.0
19,Macro,2000,32,6,9,116.0,395.0,4.0,4.0,90.0,"(3, 3)",1.0
20,Macro,2000,32,6,9,139.0,391.0,4.0,4.0,90.0,"(3, 3)",1.0
21,Macro,2000,32,6,9,89.0,391.5,6.0,5.0,90.0,"(3, 3)",1.2
22,Macro,2000,32,6,9,59.34581756591797,391.2998046875,21.38146209716797,4.98930549621582,1.717902660369873,"(3, 3)",4.285458590055252
23,Macro,2000,32,6,9,59.5,392.0,12.0,5.0,90.0,"(3, 3)",2.4
24,Macro,2000,32,6,9,41.201255798339844,393.9019775390625,18.36098861694336,6.644893646240234,16.9470272064209,"(3, 3)",2.763172684837814
25,Macro,2000,32,6,9,41.0,392.5,13.0,8.0,90.0,"(3, 3)",1.625
26,Macro,2000,32,6,9,78.7272720336914,387.7272644042969,7.106690406799316,6.428243637084961,45.0,"(3, 3)",1.1055415457187017
27,Macro,2000,32,6,9,78.5,387.5,5.0,5.0,90.0,"(3, 3)",1.0
28,Macro,2000,32,6,9,125.0,383.0,4.0,4.0,90.0,"(3, 3)",1.0
29,Macro,2000,32,6,9,114.0,383.5,5.0,4.0,90.0,"(3, 3)",1.25
30,Macro,2000,32,6,9,207.0,382.0,4.0,4.0,90.0,"(3, 3)",1.0
31,Macro,2000,32,6,9,17.556100845336914,384.94805908203125,17.481184005737305,12.484899520874023,108.34654235839844,"(3, 3)",1.4001861990566913
32,Macro,2000,32,6,9,17.621627807617188,386.270263671875,18.741485595703125,11.507928848266602,9.462321281433105,"(3, 3)",1.6285715564296428
33,Macro,2000,32,6,9,183.0,378.0,4.0,4.0,90.0,"(3, 3)",1.0
34,Macro,2000,32,6,9,111.0,377.0,4.0,4.0,90.0,"(3, 3)",1.0
35,Macro,2000,32,6,9,49.887794494628906,381.3915710449219,16.332223892211914,8.112895011901855,141.75112915039062,"(3, 3)",2.013119098454012
36,Macro,2000,32,6,9,49.814605712890625,380.8033752441406,16.00596809387207,7.949984550476074,57.9946174621582,"(3, 3)",2.0133332325675495
37,Macro,2000,32,6,9,303.0,375.0,4.0,4.0,90.0,"(3, 3)",1.0
38,Macro,2000,32,6,9,365.5,374.0,5.0,4.0,90.0,"(3, 3)",1.25
39,Macro,2000,32,6,9,358.0,368.0,4.0,4.0,90.0,"(3, 3)",1.0
40,Macro,2000,32,6,9,68.2825927734375,370.78485107421875,12.613605499267578,7.13816499710083,35.3211784362793,"(3, 3)",1.7670655559784063
41,Macro,2000,32,6,9,68.0,371.0,10.0,8.0,90.0,"(3, 3)",1.25
42,Macro,2000,32,6,9,58.02088165283203,371.49908447265625,15.21088695526123,6.471714019775391,157.10691833496094,"(3, 3)",2.35036451066624
43,Macro,2000,32,6,9,58.0,370.5,9.0,8.0,90.0,"(3, 3)",1.125
44,Macro,2000,32,6,9,290.0,366.0,4.0,4.0,90.0,"(3, 3)",1.0
45,Macro,2000,32,6,9,235.0,366.0,4.0,4.0,90.0,"(3, 3)",1.0
46,Macro,2000,32,6,9,7.0,364.0,4.0,4.0,90.0,"(3, 3)",1.0
47,Macro,2000,32,6,9,347.0,360.0,4.0,4.0,90.0,"(3, 3)",1.0
48,Macro,2000,32,6,9,85.0,360.5,5.0,4.0,90.0,"(3, 3)",1.25
49,Macro,2000,32,6,9,18.0,361.0,6.0,4.0,90.0,"(3, 3)",1.5
50,Macro,2000,32,6,9,115.0,357.0,4.0,4.0,90.0,"(3, 3)",1.0
51,Macro,2000,32,6,9,105.0,356.5,5.0,4.0,90.0,"(3, 3)",1.25
52,Macro,2000,32,6,9,62.05698776245117,357.85845947265625,10.148426055908203,6.131306171417236,167.94541931152344,"(3, 3)",1.6551817463003025
53,Macro,2000,32,6,9,62.0,357.5,7.0,6.0,90.0,"(3, 3)",1.1666666666666667
54,Macro,2000,32,6,9,282.0,355.0,4.0,4.0,90.0,"(3, 3)",1.0
55,Macro,2000,32,6,9,127.0,355.0,4.0,4.0,90.0,"(3, 3)",1.0
56,Macro,2000,32,6,9,235.0,351.5,5.0,4.0,90.0,"(3, 3)",1.25
57,Macro,2000,32,6,9,78.94596862792969,350.3620910644531,13.118544578552246,8.851682662963867,64.79983520507812,"(3, 3)",1.482039639021546
58,Macro,2000,32,6,9,78.0,349.5,10.0,7.0,90.0,"(3, 3)",1.4285714285714286
59,Macro,2000,32,6,9,349.0,347.0,4.0,4.0,90.0,"(3, 3)",1.0
60,Macro,2000,32,6,9,93.7272720336914,347.7272644042969,7.106690406799316,6.428243637084961,45.0,"(3, 3)",1.1055415457187017
61,Macro,2000,32,6,9,93.5,347.5,5.0,5.0,90.0,"(3, 3)",1.0
62,Macro,2000,32,6,9,404.87237548828125,343.36431884765625,8.299671173095703,5.715206146240234,69.54326629638672,"(3, 3)",1.45220853994141
63,Macro,2000,32,6,9,405.0,343.5,6.0,5.0,90.0,"(3, 3)",1.2
64,Macro,2000,32,6,9,51.0,344.0,8.0,4.0,90.0,"(3, 3)",2.0
65,Macro,2000,32,6,9,141.25927734375,341.94427490234375,10.840899467468262,7.343271732330322,130.42413330078125,"(3, 3)",1.4763037325363961
66,Macro,2000,32,6,9,141.0,342.5,8.0,7.0,90.0,"(3, 3)",1.1428571428571428
67,Macro,2000,32,6,9,74.0,340.0,4.0,4.0,90.0,"(3, 3)",1.0
68,Macro,2000,32,6,9,24.49105453491211,343.50286865234375,14.135493278503418,8.700127601623535,164.47645568847656,"(3, 3)",1.6247455124526664
69,Macro,2000,32,6,9,24.5,343.0,10.0,9.0,90.0,"(3, 3)",1.1111111111111112
70,Macro,2000,32,6,9,63.0,336.0,4.0,4.0,90.0,"(3, 3)",1.0
71,Macro,2000,32,6,9,135.0,335.0,6.0,4.0,90.0,"(3, 3)",1.5
72,Macro,2000,32,6,9,26.0,334.0,4.0,4.0,90.0,"(3, 3)",1.0
73,Macro,2000,32,6,9,148.0,333.5,8.73733139038086,5.214605331420898,108.591796875,"(3, 3)",1.675549890177417
74,Macro,2000,32,6,9,148.0,333.5,6.0,5.0,90.0,"(3, 3)",1.2
75,Macro,2000,32,6,9,17.847957611083984,331.78497314453125,9.767491340637207,7.397513389587402,47.610252380371094,"(3, 3)",1.3203749457737703
76,Macro,2000,32,6,9,18.0,332.5,8.0,7.0,90.0,"(3, 3)",1.1428571428571428
77,Macro,2000,32,6,9,76.0,330.0,4.0,4.0,90.0,"(3, 3)",1.0
78,Macro,2000,32,6,9,5.566215991973877,324.3774719238281,14.342530250549316,7.311399459838867,32.41063690185547,"(3, 3)",1.9616668914524615
79,Macro,2000,32,6,9,5.0,325.0,10.0,10.0,90.0,"(3, 3)",1.0
80,Macro,2000,32,6,9,112.01691436767578,322.2333984375,14.738741874694824,8.651338577270508,33.49760818481445,"(3, 3)",1.7036371589267851
81,Macro,2000,32,6,9,112.0,322.0,12.0,10.0,90.0,"(3, 3)",1.2
82,Macro,2000,32,6,9,194.0,318.5,7.0,4.0,90.0,"(3, 3)",1.75
83,Macro,2000,32,6,9,149.35940551757812,316.6307678222656,9.21171760559082,6.080838680267334,163.68519592285156,"(3, 3)",1.5148761692171453
84,Macro,2000,32,6,9,149.5,316.5,7.0,5.0,90.0,"(3, 3)",1.4
85,Macro,2000,32,6,9,321.0,314.0,4.0,4.0,90.0,"(3, 3)",1.0
86,Macro,2000,32,6,9,136.0,315.0,6.0,4.0,90.0,"(3, 3)",1.5
87,Macro,2000,32,6,9,16.0,313.5,5.0,4.0,90.0,"(3, 3)",1.25
88,Macro,2000,32,6,9,105.5,311.5,5.0,5.0,90.0,"(3, 3)",1.0
89,Macro,2000,32,6,9,8.0,311.5,5.0,4.0,90.0,"(3, 3)",1.25
90,Macro,2000,32,6,9,124.22689056396484,310.2689208984375,7.944725513458252,6.9812493324279785,112.5,"(3, 3)",1.138009134920152
91,Macro,2000,32,6,9,124.0,310.5,6.0,5.0,90.0,"(3, 3)",1.2
92,Macro,2000,32,6,9,182.67381286621094,310.4307861328125,10.708121299743652,6.467444896697998,60.076988220214844,"(3, 3)",1.6556957918900497
93,Macro,2000,32,6,9,183.5,310.5,7.0,7.0,90.0,"(3, 3)",1.0
94,Macro,2000,32,6,9,59.5,309.0,5.0,4.0,90.0,"(3, 3)",1.25
95,Macro,2000,32,6,9,240.0,308.0,4.0,4.0,90.0,"(3, 3)",1.0
96,Macro,2000,32,6,9,309.0,307.0,4.0,4.0,90.0,"(3, 3)",1.0
97,Macro,2000,32,6,9,83.0,307.0,4.0,4.0,90.0,"(3, 3)",1.0
98,Macro,2000,32,6,9,136.0,301.5,5.0,4.0,90.0,"(3, 3)",1.25
99,Macro,2000,32,6,9,45.0,301.0,4.0,4.0,90.0,"(3, 3)",1.0
100,Macro,2000,32,6,9,192.0,300.0,6.0,4.0,90.0,"(3, 3)",1.5
101,Macro,2000,32,6,9,379.0,296.0,4.0,4.0,90.0,"(3, 3)",1.0
102,Macro,2000,32,6,9,241.0,295.0,4.0,4.0,90.0,"(3, 3)",1.0
103,Macro,2000,32,6,9,123.09432983398438,296.1817321777344,18.96825408935547,6.330599308013916,85.74606323242188,"(3, 3)",2.9962809469466065
104,Macro,2000,32,6,9,121.5,296.0,9.0,6.0,90.0,"(3, 3)",1.5
105,Macro,2000,32,6,9,158.0,293.0,4.0,4.0,90.0,"(3, 3)",1.0
106,Macro,2000,32,6,9,91.4180679321289,294.5576477050781,19.74527931213379,6.389639854431152,171.81614685058594,"(3, 3)",3.0902022276639944
107,Macro,2000,32,6,9,91.5,296.5,11.0,7.0,90.0,"(3, 3)",1.5714285714285714
108,Macro,2000,32,6,9,101.2727279663086,292.7272644042969,7.106690406799316,6.428243637084961,135.0,"(3, 3)",1.1055415457187017
109,Macro,2000,32,6,9,101.5,292.5,5.0,5.0,90.0,"(3, 3)",1.0
110,Macro,2000,32,6,9,213.0,290.0,4.0,4.0,90.0,"(3, 3)",1.0
111,Macro,2000,32,6,9,130.0,287.0,4.0,4.0,90.0,"(3, 3)",1.0
112,Macro,2000,32,6,9,63.17467498779297,288.1063232421875,9.19807243347168,6.825505256652832,95.38557434082031,"(3, 3)",1.3476031572177463
113,Macro,2000,32,6,9,64.0,288.0,6.0,6.0,90.0,"(3, 3)",1.0
114,Macro,2000,32,6,9,75.57669067382812,284.0292663574219,14.203495979309082,7.44727897644043,68.60147857666016,"(3, 3)",1.9072061116875088
115,Macro,2000,32,6,9,76.5,284.0,11.0,8.0,90.0,"(3, 3)",1.375
116,Macro,2000,32,6,9,175.0,280.0,4.0,4.0,90.0,"(3, 3)",1.0
117,Macro,2000,32,6,9,161.12991333007812,281.1566162109375,9.74417781829834,6.188968181610107,153.99563598632812,"(3, 3)",1.5744430303022365
118,Macro,2000,32,6,9,161.0,281.5,7.0,6.0,90.0,"(3, 3)",1.1666666666666667
119,Macro,2000,32,6,9,190.0,278.0,4.0,4.0,90.0,"(3, 3)",1.0
120,Macro,2000,32,6,9,96.6142578125,279.1979064941406,10.404681205749512,7.8242316246032715,4.3893723487854,"(3, 3)",1.3298022994401169
121,Macro,2000,32,6,9,96.5,279.5,9.0,7.0,90.0,"(3, 3)",1.2857142857142858
122,Macro,2000,32,6,9,3.0,276.0,4.0,4.0,90.0,"(3, 3)",1.0
123,Macro,2000,32,6,9,206.0,275.0,4.0,4.0,90.0,"(3, 3)",1.0
124,Macro,2000,32,6,9,75.5,274.0,8.73733139038086,5.214605331420898,161.408203125,"(3, 3)",1.675549890177417
125,Macro,2000,32,6,9,75.5,274.0,6.0,5.0,90.0,"(3, 3)",1.2
126,Macro,2000,32,6,9,220.0,271.0,4.0,4.0,90.0,"(3, 3)",1.0
127,Macro,2000,32,6,9,1.0,270.0,4.0,2.0,90.0,"(3, 3)",2.0
128,Macro,2000,32,6,9,92.0,268.0,6.0,4.0,90.0,"(3, 3)",1.5
129,Macro,2000,32,6,9,137.5,265.5,8.73629093170166,6.870707988739014,67.5,"(3, 3)",1.2715270312783353
130,Macro,2000,32,6,9,137.5,265.5,7.0,5.0,90.0,"(3, 3)",1.4
131,Macro,2000,32,6,9,39.0,264.0,4.0,4.0,90.0,"(3, 3)",1.0
132,Macro,2000,32,6,9,115.6822509765625,263.4620361328125,23.44192886352539,10.846955299377441,153.0996856689453,"(3, 3)",2.1611528965064357
133,Macro,2000,32,6,9,115.5,266.5,17.0,15.0,90.0,"(3, 3)",1.1333333333333333
134,Macro,2000,32,6,9,61.66868591308594,264.8040466308594,18.067907333374023,10.305190086364746,49.56125259399414,"(3, 3)",1.7532822958094167
135,Macro,2000,32,6,9,62.999996185302734,265.0,18.782974243164062,9.838700294494629,63.43495178222656,"(3, 3)",1.9090910060218338
136,Macro,2000,32,6,9,128.5,260.5,7.0,5.0,90.0,"(3, 3)",1.4
137,Macro,2000,32,6,9,1.0,259.5,5.0,2.0,90.0,"(3, 3)",2.5
138,Macro,2000,32,6,9,147.0,257.0,4.0,4.0,90.0,"(3, 3)",1.0
139,Macro,2000,32,6,9,49.346622467041016,260.0826721191406,12.901920318603516,6.326547145843506,25.267995834350586,"(3, 3)",2.039330462759608
140,Macro,2000,32,6,9,49.5,260.0,10.0,7.0,90.0,"(3, 3)",1.4285714285714286
141,Macro,2000,32,6,9,197.0,256.0,4.0,4.0,90.0,"(3, 3)",1.0
142,Macro,2000,32,6,9,249.0,254.0,6.0,4.0,90.0,"(3, 3)",1.5
143,Macro,2000,32,6,9,225.47586059570312,254.75814819335938,9.102737426757812,5.949645042419434,100.67732238769531,"(3, 3)",1.5299631090355212
144,Macro,2000,32,6,9,226.0,254.5,6.0,5.0,90.0,"(3, 3)",1.2
145,Macro,2000,32,6,9,268.5,253.0,7.849597454071045,6.387300968170166,31.71747398376465,"(3, 3)",1.228938090312002
146,Macro,2000,32,6,9,268.5,253.0,6.0,5.0,90.0,"(3, 3)",1.2
147,Macro,2000,32,6,9,69.0,252.0,4.0,4.0,90.0,"(3, 3)",1.0
148,Macro,2000,32,6,9,239.0,251.0,4.0,4.0,90.0,"(3, 3)",1.0
149,Macro,2000,32,6,9,81.73561096191406,254.8856658935547,17.238698959350586,6.539527416229248,153.6025848388672,"(3, 3)",2.6360771753275376
150,Macro,2000,32,6,9,81.90000915527344,254.80001831054688,14.758047103881836,7.155416965484619,63.43495178222656,"(3, 3)",2.0624999458549804
151,Macro,2000,32,6,9,48.5,251.0,5.0,4.0,90.0,"(3, 3)",1.25
152,Macro,2000,32,6,9,130.0,250.0,4.0,4.0,90.0,"(3, 3)",1.0
153,Macro,2000,32,6,9,100.0,250.5,6.0,5.0,90.0,"(3, 3)",1.2
154,Macro,2000,32,6,9,178.5,249.5,8.73629093170166,6.870707988739014,22.5,"(3, 3)",1.2715270312783353
155,Macro,2000,32,6,9,178.5,249.5,7.0,5.0,90.0,"(3, 3)",1.4
156,Macro,2000,32,6,9,258.2276611328125,249.00511169433594,10.020608901977539,6.2388505935668945,171.37619018554688,"(3, 3)",1.6061626659741064
157,Macro,2000,32,6,9,258.5,248.5,7.0,5.0,90.0,"(3, 3)",1.4
158,Macro,2000,32,6,9,119.0,247.0,4.0,4.0,90.0,"(3, 3)",1.0
159,Macro,2000,32,6,9,146.0,246.5,7.0,4.0,90.0,"(3, 3)",1.75
160,Macro,2000,32,6,9,1.0,245.0,4.0,2.0,90.0,"(3, 3)",2.0
161,Macro,2000,32,6,9,159.0,244.5,5.0,4.0,90.0,"(3, 3)",1.25
162,Macro,2000,32,6,9,232.0,243.0,4.0,4.0,90.0,"(3, 3)",1.0
163,Macro,2000,32,6,9,66.0,243.0,6.0,4.0,90.0,"(3, 3)",1.5
164,Macro,2000,32,6,9,222.9762725830078,242.32449340820312,11.245287895202637,6.729321479797363,66.36865997314453,"(3, 3)",1.6710879289929927
165,Macro,2000,32,6,9,223.5,242.5,7.0,7.0,90.0,"(3, 3)",1.0
166,Macro,2000,32,6,9,125.2727279663086,239.27272033691406,7.106690406799316,6.428243637084961,45.0,"(3, 3)",1.1055415457187017
167,Macro,2000,32,6,9,125.5,239.5,5.0,5.0,90.0,"(3, 3)",1.0
168,Macro,2000,32,6,9,90.0,239.0,4.0,4.0,90.0,"(3, 3)",1.0
169,Macro,2000,32,6,9,76.2727279663086,238.72727966308594,7.106690406799316,6.428243637084961,135.0,"(3, 3)",1.1055415457187017
170,Macro,2000,32,6,9,76.5,238.5,5.0,5.0,90.0,"(3, 3)",1.0
171,Macro,2000,32,6,9,166.0,237.0,4.0,4.0,90.0,"(3, 3)",1.0
172,Macro,2000,32,6,9,10.272727012634277,234.27272033691406,7.106690406799316,6.428243637084961,45.0,"(3, 3)",1.1055415457187017
173,Macro,2000,32,6,9,10.5,234.5,5.0,5.0,90.0,"(3, 3)",1.0
174,Macro,2000,32,6,9,218.0,232.0,4.0,4.0,90.0,"(3, 3)",1.0
175,Macro,2000,32,6,9,56.0,231.0,4.0,4.0,90.0,"(3, 3)",1.0
176,Macro,2000,32,6,9,238.52276611328125,228.8224639892578,12.255027770996094,6.454046726226807,160.21304321289062,"(3, 3)",1.8988129914207612
177,Macro,2000,32,6,9,238.5,229.5,7.0,7.0,90.0,"(3, 3)",1.0
178,Macro,2000,32,6,9,1.5,228.0,4.0,3.0,90.0,"(3, 3)",1.3333333333333333
179,Macro,2000,32,6,9,131.0,227.0,4.0,4.0,90.0,"(3, 3)",1.0
180,Macro,2000,32,6,9,23.680166244506836,226.3945770263672,12.61733341217041,7.073215961456299,49.49520492553711,"(3, 3)",1.7838184894856
181,Macro,2000,32,6,9,23.5,226.5,9.0,9.0,90.0,"(3, 3)",1.0
182,Macro,2000,32,6,9,185.27272033691406,222.27272033691406,7.106690406799316,6.428243637084961,45.0,"(3, 3)",1.1055415457187017
183,Macro,2000,32,6,9,185.5,222.5,5.0,5.0,90.0,"(3, 3)",1.0
184,Macro,2000,32,6,9,276.5,223.0,11.164886474609375,5.767581939697266,148.6619873046875,"(3, 3)",1.9358002350627044
185,Macro,2000,32,6,9,276.5,223.0,8.0,7.0,90.0,"(3, 3)",1.1428571428571428
186,Macro,2000,32,6,9,146.87684631347656,220.7548370361328,11.06998062133789,7.42274284362793,156.2534637451172,"(3, 3)",1.491359845618381
187,Macro,2000,32,6,9,147.0,220.5,9.0,6.0,90.0,"(3, 3)",1.5
188,Macro,2000,32,6,9,108.2727279663086,218.27272033691406,7.106690406799316,6.428243637084961,45.0,"(3, 3)",1.1055415457187017
189,Macro,2000,32,6,9,108.5,218.5,5.0,5.0,90.0,"(3, 3)",1.0
190,Macro,2000,32,6,9,58.041812896728516,219.37734985351562,8.221285820007324,6.640278339385986,159.70477294921875,"(3, 3)",1.2380935556938613
191,Macro,2000,32,6,9,58.0,219.0,6.0,6.0,90.0,"(3, 3)",1.0
192,Macro,2000,32,6,9,153.0,211.0,4.0,4.0,90.0,"(3, 3)",1.0
193,Macro,2000,32,6,9,119.02630615234375,213.21865844726562,10.413534164428711,6.27091646194458,4.463894844055176,"(3, 3)",1.6606080191984451
194,Macro,2000,32,6,9,118.5,213.0,8.0,5.0,90.0,"(3, 3)",1.6
195,Macro,2000,32,6,9,268.0,210.5,5.0,4.0,90.0,"(3, 3)",1.25
196,Macro,2000,32,6,9,206.0,210.5,8.73733139038086,5.214605331420898,108.591796875,"(3, 3)",1.675549890177417
197,Macro,2000,32,6,9,206.0,210.5,6.0,5.0,90.0,"(3, 3)",1.2
198,Macro,2000,32,6,9,183.0,210.0,6.0,4.0,90.0,"(3, 3)",1.5
199,Macro,2000,32,6,9,1.0,207.0,4.0,2.0,90.0,"(3, 3)",2.0
200,Macro,2000,32,6,9,244.0,206.0,4.0,4.0,90.0,"(3, 3)",1.0
201,Macro,2000,32,6,9,166.71046447753906,206.50875854492188,12.502237319946289,5.478835105895996,173.7542724609375,"(3, 3)",2.281915238969708
202,Macro,2000,32,6,9,166.5,207.5,7.0,5.0,90.0,"(3, 3)",1.4
203,Macro,2000,32,6,9,135.0,206.0,6.0,4.0,90.0,"(3, 3)",1.5
204,Macro,2000,32,6,9,20.0,203.0,4.0,4.0,90.0,"(3, 3)",1.0
205,Macro,2000,32,6,9,215.99253845214844,200.5646209716797,13.44192886352539,7.996934413909912,168.06887817382812,"(3, 3)",1.6808852202344469
206,Macro,2000,32,6,9,216.5,199.5,9.0,7.0,90.0,"(3, 3)",1.2857142857142858
207,Macro,2000,32,6,9,30.538240432739258,193.42091369628906,10.581893920898438,5.10950231552124,102.80604553222656,"(3, 3)",2.0710224337806054
208,Macro,2000,32,6,9,30.5,193.5,7.0,5.0,90.0,"(3, 3)",1.4
209,Macro,2000,32,6,9,11.249544143676758,198.47439575195312,21.292022705078125,11.097196578979492,13.496553421020508,"(3, 3)",1.9186848276086101
210,Macro,2000,32,6,9,12.200000762939453,198.90000915527344,19.597488403320312,11.287160873413086,7.125016689300537,"(3, 3)",1.7362637622612616
211,Macro,2000,32,6,9,34.773109436035156,184.26890563964844,7.944725513458252,6.9812493324279785,67.5,"(3, 3)",1.138009134920152
212,Macro,2000,32,6,9,35.0,184.5,6.0,5.0,90.0,"(3, 3)",1.2
213,Macro,2000,32,6,9,121.0,183.0,7.211102485656738,7.211102485656738,0.0,"(3, 3)",1.0
214,Macro,2000,32,6,9,121.5,183.0,6.0,5.0,90.0,"(3, 3)",1.2
215,Macro,2000,32,6,9,70.30847930908203,181.39285278320312,10.84307861328125,7.154150009155273,111.57652282714844,"(3, 3)",1.5156347853211352
216,Macro,2000,32,6,9,70.5,181.5,7.0,7.0,90.0,"(3, 3)",1.0
217,Macro,2000,32,6,9,167.0,178.0,8.485280990600586,6.0,135.0,"(3, 3)",1.414213498433431
218,Macro,2000,32,6,9,167.0,178.0,6.0,6.0,90.0,"(3, 3)",1.0
219,Macro,2000,32,6,9,35.17467498779297,177.1063232421875,9.19807243347168,6.825505256652832,95.38558197021484,"(3, 3)",1.3476031572177463
220,Macro,2000,32,6,9,36.0,177.0,6.0,6.0,90.0,"(3, 3)",1.0
221,Macro,2000,32,6,9,9.367982864379883,176.59983825683594,12.13386344909668,8.53324031829834,5.092326641082764,"(3, 3)",1.4219526225081587
222,Macro,2000,32,6,9,8.0,176.5,11.0,6.0,90.0,"(3, 3)",1.8333333333333333
223,Macro,2000,32,6,9,22.487762451171875,178.6200714111328,19.21599769592285,9.689285278320312,20.12302589416504,"(3, 3)",1.9832213774238303
224,Macro,2000,32,6,9,22.5,179.0,18.0,11.0,90.0,"(3, 3)",1.6363636363636365
225,Macro,2000,32,6,9,110.0,171.5,5.0,4.0,90.0,"(3, 3)",1.25
226,Macro,2000,32,6,9,175.0,169.0,6.0,4.0,90.0,"(3, 3)",1.5
227,Macro,2000,32,6,9,155.0,167.5,6.0,5.0,90.0,"(3, 3)",1.2
228,Macro,2000,32,6,9,131.6650390625,170.8653106689453,15.290621757507324,6.8783111572265625,40.60333251953125,"(3, 3)",2.223019780290476
229,Macro,2000,32,6,9,131.65882873535156,171.06472778320312,14.859737396240234,7.375635623931885,40.60129928588867,"(3, 3)",2.0147060068998695
230,Macro,2000,32,6,9,86.0,168.0,6.0,4.0,90.0,"(3, 3)",1.5
231,Macro,2000,32,6,9,201.5,165.0,5.0,4.0,90.0,"(3, 3)",1.25
232,Macro,2000,32,6,9,166.0,166.5,7.0,4.0,90.0,"(3, 3)",1.75
233,Macro,2000,32,6,9,47.5,165.0,5.0,4.0,90.0,"(3, 3)",1.25
234,Macro,2000,32,6,9,13.0,165.0,4.0,4.0,90.0,"(3, 3)",1.0
235,Macro,2000,32,6,9,115.5,163.5,7.071067810058594,5.773502826690674,45.0,"(3, 3)",1.224744842484415
236,Macro,2000,32,6,9,115.5,163.5,5.0,5.0,90.0,"(3, 3)",1.0
237,Macro,2000,32,6,9,68.0,163.0,4.0,4.0,90.0,"(3, 3)",1.0
238,Macro,2000,32,6,9,2.0,165.0,8.0,4.0,90.0,"(3, 3)",2.0
239,Macro,2000,32,6,9,22.5,162.0,5.0,4.0,90.0,"(3, 3)",1.25
240,Macro,2000,32,6,9,200.5,158.0,9.0,4.0,90.0,"(3, 3)",2.25
241,Macro,2000,32,6,9,131.0,158.0,4.0,4.0,90.0,"(3, 3)",1.0
242,Macro,2000,32,6,9,269.0,157.0,4.0,4.0,90.0,"(3, 3)",1.0
243,Macro,2000,32,6,9,92.0,155.0,4.0,4.0,90.0,"(3, 3)",1.0
244,Macro,2000,32,6,9,300.0,153.0,4.0,4.0,90.0,"(3, 3)",1.0
245,Macro,2000,32,6,9,237.0,153.0,4.0,4.0,90.0,"(3, 3)",1.0
246,Macro,2000,32,6,9,191.7338104248047,153.27337646484375,8.912296295166016,7.380859851837158,166.71746826171875,"(3, 3)",1.2074875385891075
247,Macro,2000,32,6,9,191.5,153.5,7.0,5.0,90.0,"(3, 3)",1.4
248,Macro,2000,32,6,9,33.5,153.0,8.0,5.0,90.0,"(3, 3)",1.6
249,Macro,2000,32,6,9,1.0,151.5,5.0,2.0,90.0,"(3, 3)",2.5
250,Macro,2000,32,6,9,212.0,147.0,4.0,4.0,90.0,"(3, 3)",1.0
251,Macro,2000,32,6,9,81.0,147.0,4.0,4.0,90.0,"(3, 3)",1.0
252,Macro,2000,32,6,9,93.0,145.0,4.0,4.0,90.0,"(3, 3)",1.0
253,Macro,2000,32,6,9,9.602513313293457,147.26507568359375,13.207592964172363,8.728759765625,51.52727127075195,"(3, 3)",1.5131122082412665
254,Macro,2000,32,6,9,9.0,147.5,10.0,9.0,90.0,"(3, 3)",1.1111111111111112
255,Macro,2000,32,6,9,48.7723274230957,144.99488830566406,10.020608901977539,6.2388505935668945,171.37619018554688,"(3, 3)",1.6061626659741064
256,Macro,2000,32,6,9,48.5,145.5,7.0,5.0,90.0,"(3, 3)",1.4
257,Macro,2000,32,6,9,174.8525848388672,143.3603515625,9.965043067932129,8.460278511047363,123.442626953125,"(3, 3)",1.177862295540254
